ID;Pays;Taux;Mois;Montant;Niveau de risque;Emprunteur;capital social;année de création;Antériorité;effectifs;Nombre de mois de la période 15;Nombre de mois de la période 16;Nombre de mois de la période 17;Nombre de mois de la période 18;Chiffre d'Affaires 15;Chiffre d'Affaires 16;Chiffre d'Affaires 17;Chiffre d'Affaires 18;Evolution du Chiffre d'Affaires 15;Evolution du Chiffre d'Affaires 16;Evolution du Chiffre d'Affaires 17;Evolution du Chiffre d'Affaires 18;EBE(retraité des loyers de leasing) 15;EBE(retraité des loyers de leasing) 16;EBE(retraité des loyers de leasing) 17;EBE(retraité des loyers de leasing) 18;Marge d'EBE 15;Marge d'EBE 16;Marge d'EBE 17;Marge d'EBE 18;Resultat Net 15;Resultat Net 16;Resultat Net 17;Resultat Net 18;Total Bilan 15;Total Bilan 16;Total Bilan 17;Total Bilan 18;BFRE 15;BFRE 16;BFRE 17;BFRE 18;Capacité de remboursement (FCCR) 15;Capacité de remboursement (FCCR) 16;Capacité de remboursement (FCCR) 17;Capacité de remboursement (FCCR) 18;Fonds Propres 15;Fonds Propres 16;Fonds Propres 17;Fonds Propres 18;Fonds Propres / Total Bilan 15;Fonds Propres / Total Bilan 16;Fonds Propres / Total Bilan 17;Fonds Propres / Total Bilan 18;Passif circulant 15;Passif circulant 16;Passif circulant 17;Passif circulant 18;Actif immobilisé 15;Actif immobilisé 16;Actif immobilisé 17;Actif immobilisé 18;Actif circulant 15;Actif circulant 16;Actif circulant 17;Actif circulant 18;Dettes court terme 15;Dettes court terme 16;Dettes court terme 17;Dettes court terme 18;Dettes Moyen long terme 15;Dettes Moyen long terme 16;Dettes Moyen long terme 17;Dettes Moyen long terme 18;Dettes Nettes / EBE(* années) 15;Dettes Nettes / EBE(* années) 16;Dettes Nettes / EBE(* années) 17;Dettes Nettes / EBE(* années) 18;Dettes Nettes / Fonds propres 15;Dettes Nettes / Fonds propres 16;Dettes Nettes / Fonds propres 17;Dettes Nettes / Fonds propres 18;BFRE en nombre de jours de CA 15;BFRE en nombre de jours de CA 16;BFRE en nombre de jours de CA 17;BFRE en nombre de jours de CA 18
62874763;France;7,50 %;84;218 000 €;B;Bontet Père & Fils;10 000 €;2016;2016;1 à 10;;;;;667;661;;;0,3%;-0,9%;;;-5;0-5%;;;;;;;-0,30%;0 - 5 %;;;110;106;;;;;;;-6,00;3,00;;;57;58;;;51,82 %;54,72 %;;;;;;;;;;;;;;;;;;;;;;;20,75*;-7,25*;;;-36,40%;-37,50%;;;-16;-12;;
771208351;France;0.09;60;208 000 €;C;Cidre Bigoud;530 640 €;1996;1996;11 à 50;;;;;3 061;3 492;;;23,18%;14,08%;;;10-15%;15-20%;;;;;;;0-5 %;5-10 %;;;3 778;3 621;;;;;;;0,94;1,13;;;763;957;;;20,2 %;26,43 %;;;;;;;;;;;;;;;;;;;;;;;2,59*;2,01*;;;148,53%;125,94%;;;196;169;;
417430240;France;6,50 %;60;108 000 €;B;Mi Autos;10 000 €;2017;2017;1 à 10;;;;;533;562;;;7,03%;5,44%;;;15-20%;15-20%;;;;;;;-4,50%;-6,76%;;;333;324;;;;;;;0,48;0,81;;;75;38;;;22,52 %;11,73 %;;;;;;;;;;;;;;;;;;;;;;;1,02*;0,95*;;;110,33%;225,00%;;;36;44;;
594791925;France;4,50 %;36;312 000 €;A;Oracom;129 532 €;1994;1994;51 à 250;;;;;21 430;25 157;;;14,01%;17,39%;;;10-15%;10-15%;;;;;;;0-5 %;0-5 %;;;12 204;14 366;;;;;;;3,68;2,51;;;1 751;2 088;;;14,35 %;14,53 %;;;;;;;;;;;;;;;;;;;;;;;0,98*;0,93*;;;133,81%;125,29%;;;34;2;;
736670479;France;5,25 %;24;1 600 000 €;B;Hydrokarst;2 650 000 €;1977;1977;51 à 250;;;;;46 667;52 475;;;12,31%;12,45%;;;10-15%;10-15%;;;;;;;0-5 %;0-5 %;;;34 509;47 444;;;;;;;1,07;1,29;;;4 705;5861;;;13,63%;12,35%;;;;;;;;;;;;;;;;;;;;;;;1,30*;2,38*;;;130,53%;297,51%;;;19;40;;
391642885;France;6,50 %;60;1 297 000 €;B;Giammatteo Réseaux;750 000 €;1987;1987;51 à 250;;;;;13 699;Na;;;4,58%;;;;20-25%;;;;;;;;0-5%;;;;7 598;;;;;;;;1,56;;;;3 958;;;;52,09%;;;;;;;;;;;;;;;;;;;;;;;;0,34*;;;;28,21%;;;;73;;;
604823453;France;8,50 %;48;73 000 €;C;Spill;7 650 €;2000;2000;1 à 10;;;;;780;787;;;1,04%;0,9%;;;0-5%;5-10%;;;;;;;0-5%;0-5%;;;301;260;;;;;;;1,10;1,91;;;28;57;;;9,3%;21,92%;;;;;;;;;;;;;;;;;;;;;;;-0,57*;1,12*;;;-22,32%;86,40%;;;37;78;;
440974027;France;6,25 %;36;315 000 €;B;Arcesi Occitanie;1 500 €;2013;2013;11 à 50;;;;;1 225;2 768;;;245,51%;125,96%;;;5-10%;10-15%;;;;;;;0-5%;5-10%;;;504;1 392;;;;;;;2,22;2,05;;;109;296;;;21,63%;21,26%;;;;;;;;;;;;;;;;;;;;;;;0,64*;0,34*;;;51,38%;33,45%;;;98;96;;
492296358;France;0.08;36;97 000 €;C;PIFC;6 000 €;2007;2007;1 à 10;;;;;327;333;;;-21,2%;1,83%;;;20-25%;20-25%;;;;;;;0 - 5%;0 - 5%;;;351;328;;;;;;;1,07;0,99;;;91;110;;;25,93 %;33,54 %;;;;;;;;;;;;;;;;;;;;;;;2,00*;2,55*;;;166,76%;164,32%;;;95;186;;
42267662;France;7,50 %;84;462 000 €;B;Les Pains de Bellecelle;45 000 €;2017;2017;1 à 10;;;;;1 088;1 091;;;8,47%;0,28%;;;15-20%;10-15%;;;;;;;5-10%;5-10%;;;433;453;;;;;;;5,93;3,39;;;185;213;;;42,73%;47,02%;;;;;;;;;;;;;;;;;;;;;;;-0,60*;-0,61*;;;-53,78%;-46,24%;;;-39;-38;;
672566004;France;6,50 %;60;230 000 €;B;Public.A;198 000 €;1992;1992;1 à 10;;;;;9 382;Na;;;39,43%;;;;0-5%;;;;;;;;0-5%;;;;4 552;;;;;;;;1,63;;;;365;;;;8,02 %;;;;;;;;;;;;;;;;;;;;;;;;-2,40*;;;;-115,96%;;;;-5;;;
307131691;France;7,25 %;24;30 000 €;C;Leplaisirdoffrir.fr;10 000 €;2009;2009;1 à 10;;;;;1 504;1 704;;;24,3%;13,3%;;;0-5%;0-5%;;;;;;;0-5%;0-5%;;;361;434;;;;;;;0,23;57,00;;;22;63;;;6,09 %;14,52 %;;;;;;;;;;;;;;;;;;;;;;;-1,43*;-0,80*;;;-318,18%;-82,94%;;;0;28;;
135982817;France;0.06;48;52 000 €;B;Abice;8 000 €;2001;2001;1 à 10;;;;;328;270;;;2,18%;-17,68%;;;15-20%;35-40%;;;;;;;5-10%;15-20%;;;720;736;;;;;;;2,45;7,92;;;363;410;;;50,42%;55,71%;;;;;;;;;;;;;;;;;;;;;;;0,59*;-0,42*;;;8,82%;-10,73%;;;396;537;;
927519721;France;4,60 %;60;3 000 000 €;A+;Reworld Media;627 776 €;2001;2001;251 à 1 000;;;;;60 195;174 101;;;26,23%;189,23%;;;0-5%;0-5%;;;;;;;5-10%;-3,78%;;;60 370;125 426;;;;;;;7,78;7,99;;;18 129;10 314;;;30,03%;8,22%;;;;;;;;;;;;;;;;;;;;;;;-10,08*;-0,22*;;;-62,16%;-9,28%;;;46;8;;
860234852;France;6,50 %;36;525 000 €;B;Holding Stéphane Finances;1 552 000 €;2006;2006;51 à 250;;;;;4 007;NA;;;12,94%;;;;25-30%;;;;;;;;0-5%;;;;3 849;;;;;;;;1,12;;;;1 701;;;;44,19%;;;;;;;;;;;;;;;;;;;;;;;;1,41*;;;;81,35%;;;;5;;;
881903701;France;6,50 %;60;525 000 €;B;Hôtelière Rhône & Loire;7 828 003 €;2016;2016;1 à 10;;;;;738;NA;;;5,43%;;;;30-35%;;;;;;;;-6,78%;;;;2 220;;;;;;;;0,92;;;;824;;;;37,12%;;;;;;;;;;;;;;;;;;;;;;;;5,31*;;;;152,79%;;;;-42;;;
102307516;France;0.06;36;156 000 €;B;Okoni;20 000 €;2013;2013;1 à 10;;;;;534;856;;;33,5%;60,3%;;;15-20%;15-20%;;;;;;;5-10%;10-15%;;;191;336;;;;;;;23,33;59,00;;;69;130;;;36,13%;38,69%;;;;;;;;;;;;;;;;;;;;;;;-0,94*;-0,53*;;;-113,41%;-63,46%;;;39;61;;
1273783;France;7,25 %;72;730 000 €;B;Infoprod;572 000 €;2006;2006;11 à 50;;;;;2 304;2 679;;;25,76%;16,28%;;;0-5%;5-10%;;;;;;;0-5%;0-5%;;;800;1190;;;;;;;5,40;8,47;;;155;260;;;19,38%;21,85%;;;;;;;;;;;;;;;;;;;;;;;-2,20*;-1,60*;;;-140,81%;-103,94%;;;14;10;;
246707243;France;0.08;84;255 000 €;C;Financière Armand;10 000 €;2017;2017;1 à 10;;;;;1 123;1 123;;;7,46%;7,46%;;;0-5%;0-5%;;;;;;;-0,36%;-0,36%;;;387;387;;;;;;;1,13;1,13;;;180;180;;;46,51%;46,51%;;;;;;;;;;;;;;;;;;;;;;;-3,93*;-3,93*;;;-58,89%;-58,89%;;;6;6;;
856222625;France;0.07;36;53 000 €;C;Les Bastides Lauragaises;40 000 €;2004;2004;1 à 10;;;;;NA;2 891;;;;-38,6%;;;;5-10%;;;;;;;;0-5%;;;;752;;;;;;;;0,93;;;;82;;;;10,90%;;;;;;;;;;;;;;;;;;;;;;;;1,24*;;;;139,33%;;;;-2;;
758177292;France;0.08;48;31 500 €;C;LBTP Centre;15 000 €;2010;2010;1 à 10;;;;;600;950;;;-29,99%;58,33%;;;#DIV/0!;10-15%;;;;;;;-0,33%;5-10%;;;229;275;;;;;;;-0,67;2,41;;;71;130;;;0.31;47,27%;;;;;;;;;;;;;;;;;;;;;;;-6,63*;1,22*;;;186,62%;89,23%;;;122;81;;
431374347;France;0.07;84;600 000 €;B;Plein Air Ouest;2 385 352 €;2015;2015;1 à 10;;;;;1 895;1 875;;;-0,99%;-1,06%;;;20-25%;30-35%;;;;;;;-3,64%;0-5%;;;1 668;1 420;;;;;;;0,90;1,24;;;122;185;;;7,31%;13,03%;;;;;;;;;;;;;;;;;;;;;;;2,94*;1,57*;;;921,52%;509,59%;;;-28;-22;;
20248863;France;7,25 %;84;514 000 €;B;Holding Lasante;10 000 €;2013;2013;1 à 10;;;;;560;548;;;2,19%;-2,14%;;;40-50%;40-50%;;;;;;;15-20%;15-20%;;;441;358;;;;;;;10,31;6,00;;;269;174;;;0.61;48,60%;;;;;;;;;;;;;;;;;;;;;;;0,06*;0,20*;;;5,86%;27,73%;;;-52;-64;;
451627488;France;0.08;36;52 000 €;C;L.G.D.C;100 000 €;2010;2010;1 à 10;;;;;1 075;NA;;;109,55%;;;;15-20%;;;;;;;;10-15%;;;;575;;;;;;;;5,44;;;;197;;;;34,26%;;;;;;;;;;;;;;;;;;;;;;;;0,02*;;;;1,52%;;;;83;;;
996814096;France;7,50 %;84;675 000 €;B;Eclats du Monde France;100 000 €;2016;2016;1 à 10;;;;;951;968;;;3,82%;1,79%;;;0-5%;5-10%;;;;;;;0-5%;0-5%;;;803;809;;;;;;;1,42;6,77;;;540;420;;;67,25%;51,92%;;;;;;;;;;;;;;;;;;;;;;;0,77*;-0,90*;;;5,83%;-18,57%;;;158;161;;
582819346;France;8,50 %;48;260 000 €;C;Multis;154 800 €;1970;1970;11 à 50;;;;;1 581;1 551;;;-1,68%;-1,90%;;;10-15%;10-15%;;;;;;;0-5%;0-5%;;;1 166;1 260;;;;;;;1,28;1,10;;;392;415;;;33,62%;32,94%;;;;;;;;;;;;;;;;;;;;;;;3,48*;3,36*;;;143,75%;171,08%;;;66;50;;
298388183;France;0.08;36;156 000 €;C;Experts Expansion;331 840 €;2013;2013;1 à 10;;;;;723;1 116;;;67,75%;54,36%;;;5-10%;10-15%;;;;;;;0-5%;5-10 %;;;912;1 306;;;;;;;1,04;1,79;;;422;502;;;46,27%;38,44%;;;;;;;;;;;;;;;;;;;;;;;4,42*;2,30*;;;50,24%;55,98%;;;278;201;;
96586151;France;0.06;48;260 000 €;B;Korcarz;38 112 €;1980;1980;11 à 50;;;;;2 576;2 889;;;-6,8%;12,15%;;;5-10%;0-5%;;;;;;;0-5%;0-5%;;;1 205;1 479;;;;;;;2,25;3,32;;;206;441;;;17,10%;29,82%;;;;;;;;;;;;;;;;;;;;;;;1,62*;2,60*;;;200,85%;78,91%;;;13;-;;
928064828;France;5,50 %;36;281 000 €;B;AJN Courtage;308 850 €;2010;2010;11 à 50;;;;;1 664;NA;;;96,23%;;;;25-30%;;;;;;;;15-20 %;;;;1 178;;;;;;;;7,85;;;;714;;;;60,61%;;;;;;;;;;;;;;;;;;;;;;;;-0,42*;;;;-25,21%;;;;67;;;
107211034;France;0.06;48;90 000 €;B;PSS Méribel;77 000 €;2008;2008;1 à 10;;;;;661;773;;;-0,6%;16,94%;;;35-40%;40-45%;;;;;;;5-10%;5-10%;;;750;835;;;;;;;1,83;1,62;;;393;467;;;52,40%;55,93%;;;;;;;;;;;;;;;;;;;;;;;1,69*;1,45*;;;105,98%;96,41%;;;40;28;;
272426524;France;0.08;36;70 000 €;C;Câbles & Cie;319 392 €;2003;2003;1 à 10;;;;;713;683;;;-1,66%;-4,21%;;;10-15%;10-15%;;;;;;;0-5%;0-5%;;;742;850;;;;;;;1,22;1,58;;;304;312;;;40,97%;36,71%;;;;;;;;;;;;;;;;;;;;;;;2,45*;1,99*;;;68,42%;58,09%;;;192;191;;
124044234;France;0.07;60;156 000 €;B;SAS Colinet;2 000 €;2016;2016;1 à 10;;;;;989;1 008;;;-1,88%;1,92%;;;10-15%;5-10%;;;;;;;5-10%;5-10%;;;765;1 301;;;;;;;1,88;2,95;;;355;411;;;46,41%;31,59%;;;;;;;;;;;;;;;;;;;;;;;0,92*;0,98*;;;34,30%;17,94%;;;-4;-3;;
21539686;France;5,50 %;36;1 700 000 €;B;Noctis Event SAS;8 000 €;2000;2000;251 à 1 000;;;;;39 881;39 881;;;2,1%;2,1%;;;05-10%;05-10%;;;;;;;-8,76%;-8,76%;;;40 273;40 273;;;;;;;1,40;1,40;;;12 728;12 728;;;31,60%;31,60%;;;;;;;;;;;;;;;;;;;;;;;2,24*;2,24*;;;47,99%;47,99%;;;;-43;;
477616110;France;5,50 %;39;32 000 €;B;Troadec et Vizet Conseil;10 000 €;2004;2004;1 à 10;;;;;520;470;;;-5,97%;-9,62%;;;10-15%;0-5%;;;;;;;0 - 5 %;-4,26%;;;220;207;;;;;;;2,54;0,78;;;163;143;;;74,09%;69,08%;;;;;;;;;;;;;;;;;;;;;;;0,06*;-1,02*;;;1,84%;-9,27%;;;-2;-5;;
815731591;France;7,25 %;24;30 000 €;C;E-satisfaction;16 500 €;2012;2012;1 à 10;;;;;283;385;;;0,35%;36,04%;;;10-15%;10-15%;;;;;;;0-5%;5-10%;;;143;154;;;;;;;1,00;1,22;;;31;52;;;21,68%;33,77%;;;;;;;;;;;;;;;;;;;;;;;0,67*;0,94*;;;77,42%;86,54%;;;71;67;;
567239468;France;0.09;84;810 000 €;C;La Pipe II;1 000 €;2017;2017;1 à 10;;;;;811;1 293;;;-2,52%;9,76%;;;15-20%;10-15%;;;;;;;5-10%;0-5%;;;1 141;1 105;;;;;;;1,28;1,60;;;358;287;;;31,38%;25,97%;;;;;;;;;;;;;;;;;;;;;;;0,82*;3,22*;;;34,50%;196,25%;;;-131;-14;;
20835806;France;8,80 %;60;310 000 €;C;Atelier Huré;40 000 €;2008;2008;11 à 50;;;;;1 293;1 495;;;9,76%;15,62%;;;10-15%;10-15%;;;;;;;0-5%;0-5%;;;1 105;1 129;;;;;;;1,60;1,17;;;287;353;;;25,97%;31,27%;;;;;;;;;;;;;;;;;;;;;;;3,22*;2,21*;;;196,25%;130,38%;;;-14;-9;;
341557873;France;0.08;36;400 000 €;C;Blanchisserie Teinturerie Wartner;1 012 242 €;1958;1958;11 à 50;;;;;3 202;3 681;;;26,31%;14,96%;;;#DIV/0!;20-25%;;;;;;;-10,15%;-2,06%;;;4 425;4 933;;;;;;;0,83;1,79;;;1 500;1 474;;;33,90%;29,88%;;;;;;;;;;;;;;;;;;;;;;;-15,83*;1,98*;;;108,73%;102,10%;;;-15;1;;
39034089;France;6,90 %;36;150 000 €;B;Alsei;3 517 500 €;2000;2000;11 à 50;;;;;43 788;NA;;;41,98%;;;;5-10%;;;;;;;;0-5%;;;;64 772;;;;;;;;1,98;;;;17 224;;;;26,59%;;;;;;;;;;;;;;;;;;;;;;;;3,02*;;;;72,10%;;;;96;;;
813450967;France;5,95 %;60;150 000 €;B;Phenix Resort;30 000 €;2016;2016;1 à 10;;;;;757;NA;;;9,87%;;;;10-15%;;;;;;;;0 - 5 %;;;;273;;;;;;;;1,23;;;;69;;;;25,27%;;;;;;;;;;;;;;;;;;;;;;;;1,41*;;;;202,98%;;;;-13;;;
434991403;France;6,50 %;60;83 000 €;B;Le Florida;45 622 €;1984;1984;1 à 10;;;;;460;466;;;0.09;1,3%;;;5-10%;10-15%;;;;;;;-2,17%;5-10%;;;183;194;;;;;;;0,79;3,14;;;27;57;;;14,75%;29,38%;;;;;;;;;;;;;;;;;;;;;;;3,96*;0,91*;;;337,04%;107,46%;;;-11;-14;;
358015175;France;5,25 %;24;210 000 €;B;Home Plus;50 000 €;2011;2011;11 à 50;;;;;5 165;NA;NA;;39,37%;;;;5-10%;;;;;;;;0-5%;;;;1 057;;;;;;;;6,52;;;;434;;;;41,06%;;;;;;;;;;;;;;;;;;;;;;;;-0,36*;;;;-38,48%;;;;18;;;
80509522;France;6,90 %;36;1 600 000 €;B;Sepimo;2 000 000 €;1963;1963;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
683270102;France;4,75 %;48;210 000 €;A;Oracom;129 532 €;1994;1994;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104302022;France;5,50 %;36;123 600 €;B;JB Concept;38 112 €;1991;1991;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704383465;France;0.06;24;1 341 000 €;B;Société Française d'Edition et de Presse;4 017 024 €;1985;1985;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
672913174;France;0.06;48;97 000 €;B;MDSE;15 200 €;2014;2014;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608650067;France;5,25 %;24;1 100 000 €;B;ARTEA;29 721 282 €;1991;1991;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
745396142;France;0.06;48;1 600 000 €;B;Foncière Patrimonia;23 493 000 €;1996;1996;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125089197;France;8,75 %;60;206 000 €;C;AMG Paysage;110 000 €;2011;2011;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509062729;France;5,50 %;18;1 600 000 €;B;Regourd Aviation;4 500 000 €;1977;1977;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155807144;France;0.06;60;450 000 €;B;Les Pins Penchés;200 000 €;1989;1989;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628895889;France;0.06;42;1 500 000 €;B;SLB;3 000 000 €;1991;1991;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
559971394;France;0.07;60;100 000 €;B;SA Eliaco;80 185 €;1985;1985;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201173163;France;7,50 %;36;1 500 000 €;B;Groupe DPG Delta;210 526 €;2001;2001;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425557077;France;0.07;60;104 000 €;B;TLR;1 000 €;2016;2016;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575187054;France;0.09;60;40 000 €;C;A.N.C;10 000 €;2016;2016;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405302310;France;0.08;60;105 000 €;C;Fox Événements;1 000 €;2016;2016;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
507466131;France;6,50 %;60;1 000 000 €;B;SEFIAM;950 000 €;1970;1970;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102897676;France;0.08;36;350 000 €;C;Chocolaterie Tarnaise de Distribution;1 430 000 €;1991;1991;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158441465;France;6,50 %;60;1 100 000 €;B;Optimus;360 479 €;1989;1989;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462400389;France;0.08;36;60 000 €;C;Mix Car;10 000 €;2012;2012;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18382934;France;5,25 %;24;500 000 €;B;ARTEA;29 721 282 €;1991;1991;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420285307;France;5,25 %;24;700 000 €;B;Réalités;16 927 999 €;2003;2003;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61999681;France;0.08;36;100 000 €;C;Automobiles de l'Essonne;20 000 €;2007;2007;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277477620;France;0.09;60;103 090 €;C;Rezin;1 000 €;2013;2013;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591533046;France;0.08;36;150 000 €;C;Caterer In Paris;40 000 €;2012;2012;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556033490;France;0.09;60;60 000 €;C;RT Multiservices;8 000 €;2002;2002;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
764110805;France;4,75 %;48;200 000 €;A;Oracom;129 532 €;1994;1994;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595376036;France;0.07;72;295 000 €;B;RetailIDF Ouest;2 385 352 €;2015;2015;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352601205;France;6,75 %;48;1 500 000 €;B;Orexim;7 000 €;2004;2004;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
968923284;France;0.05;60;500 000 €;A;Fleurus Presse;49 783 €;1986;1986;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284744870;France;8,75 %;60;170 000 €;C;Bioburger Victoire;10 000 €;2013;2013;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271068279;France;6,50 %;60;1 500 000 €;B;Novae Aerospace Industry;500 000 €;2011;2011;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44564061;France;0.06;48;300 000 €;B;Clémenceau Ambulances;5 000 €;2011;2011;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404080227;France;4,25 %;6;1 250 000 €;B;GDH Immo;150;2016;2016;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34381025;France;5,50 %;36;1 500 000 €;B;Capelli;15 139 197 €;1976;1976;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269734019;France;6,25 %;60;1 000 000 €;B;B Live;300 500 €;2014;2014;51 à 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271116382;France;7,50 %;84;190 000 €;B;Avenir Capital;1 000 €;2016;2016;1 à 10;;;;;;;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
886250559;France;5,25 %;24;1 000 000 €;B;AFC Promotion;1 200 000 €;2014;2014;1 à 10;;;;;35 184;NA;;;38,81%;;;;0 - 5%;;;;;;;;0-5%;;;;39 143;;;;;;;;3,97;;;;8 565;;;;21,88%;;;;;;;;;;;;;;;;;;;;;;;;3,84*;;;;66,50%;;;;26;;;
818426665;France;0.06;48;120 000 €;B;Euro Invest Group;8 000 €;2003;2003;11 à 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258281962;France;8,25 %;48;320 000 €;C;Landrau C.E.B;75 000 €;2006;2006;1 à 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
