ID;Pays;Taux;Mois;Montant;Niveau de risque;Emprunteur;capital social;année de création;Antériorité;effectifs;Nombre de mois de la période 15;Nombre de mois de la période 16;Nombre de mois de la période 17;Nombre de mois de la période 18;Chiffre d'Affaires 15;Chiffre d'Affaires 16;Chiffre d'Affaires 17;Chiffre d'Affaires 18;Evolution du Chiffre d'Affaires 15;Evolution du Chiffre d'Affaires 16;Evolution du Chiffre d'Affaires 17;Evolution du Chiffre d'Affaires 18;EBE(retraité des loyers de leasing) 15;EBE(retraité des loyers de leasing) 16;EBE(retraité des loyers de leasing) 17;EBE(retraité des loyers de leasing) 18;Marge d'EBE 15;Marge d'EBE 16;Marge d'EBE 17;Marge d'EBE 18;Resultat Net 15;Resultat Net 16;Resultat Net 17;Resultat Net 18;Total Bilan 15;Total Bilan 16;Total Bilan 17;Total Bilan 18;BFRE 15;BFRE 16;BFRE 17;BFRE 18;Capacité de remboursement (FCCR) 15;Capacité de remboursement (FCCR) 16;Capacité de remboursement (FCCR) 17;Capacité de remboursement (FCCR) 18;Fonds Propres 15;Fonds Propres 16;Fonds Propres 17;Fonds Propres 18;Fonds Propres / Total Bilan 15;Fonds Propres / Total Bilan 16;Fonds Propres / Total Bilan 17;Fonds Propres / Total Bilan 18;Passif circulant 15;Passif circulant 16;Passif circulant 17;Passif circulant 18;Actif immobilisé 15;Actif immobilisé 16;Actif immobilisé 17;Actif immobilisé 18;Actif circulant 15;Actif circulant 16;Actif circulant 17;Actif circulant 18;Dettes court terme 15;Dettes court terme 16;Dettes court terme 17;Dettes court terme 18;Dettes Moyen long terme 15;Dettes Moyen long terme 16;Dettes Moyen long terme 17;Dettes Moyen long terme 18;Dettes Nettes / EBE(* années) 15;Dettes Nettes / EBE(* années) 16;Dettes Nettes / EBE(* années) 17;Dettes Nettes / EBE(* années) 18;Dettes Nettes / Fonds propres 15;Dettes Nettes / Fonds propres 16;Dettes Nettes / Fonds propres 17;Dettes Nettes / Fonds propres 18;BFRE en nombre de jours de CA 15;BFRE en nombre de jours de CA 16;BFRE en nombre de jours de CA 17;BFRE en nombre de jours de CA 18
723409582;France;6,05 %;36;65 000 €;B;CG Pub Media;150 000 €;2009;2009;1 à 10;N/A;12 mois;12 mois;12 mois;;2262;783;1160;;19,49%;16,52%;48,15%;;15% - 20%;45% - 50%;50% - 55%;;;;;;0 - 5 %;0 - 5 %;10 - 15 %;;1138;1239;1641;;;;;;2,14;1,69;1,49;;203;227;320;;17,84 %;115,31%;19,5 %;;;;;;;;;;;;;;;;;;;;;;0,55*;0,74*;1,01*;;83,25%;115,31%;186,56%;;92;115,31%;76
655196695;France;5,40 %;60;313 070 €;A;Smilodon;624 999 €;2018;2018;1 à 10;12 mois;12 mois;12 mois;;2 036;530;2 245;;N/A;5,85%;11,03%;;10% - 15%;20% - 25%;10% - 15%;;;;;;5% - 10%;5% - 10%;5% - 10%;;999;1 111;1 172;;;;;;3,25;2,03;3,9;;604;641;764;;60,46%;57,7%;-64,92%;;;;;;;;;;;;;;;;;;;;;;-1,36*;-2,28*;-1,55*;;-53,97%;-66,19%;-64,92%;;40;28;-64,92%;
724938147;France;7,25 %;24;229 000 €;C;Gende;6 160 €;2012;2012;1 à 10;12 mois;12 mois;12 mois;;1893;8974;3515;;N/A;-5,1%;55,39%;;10% - 15%;5% - 10%;20% - 25%;;;;;;0,0%;0 - 5 %;0 - 5 %;;595;1049;1285;;;;;;3,3;8,9;9;;50;145;297;;8,4 %;13,82 %;-10,69%;;;;;;;;;;;;;;;;;;;;;;-0,01*;-0,75*;-0,04*;;-3,00%;-186,55%;-10,69%;;61;41;-10,69%;
926696049;France;6,60 %;60;142 000 €;B;Lou;8 000 €;2018;2018;"1 à 10
";12 mois;12 mois;12 mois;;500,73;105;535;;N/A;-79,29%;0,94%;;20% - 25%;-0.05;20% - 25%;;;;;;0% - 5%;-0,19%;-2,62%;;276;206;225;;;;;;0,97;0,66;0,63;;36;35;20;;13,04%;16,99%;90,00%;;;;;;;;;;;;;;;;;;;;;;0,68*;0,53*;0,16*;;219,44%;171,43%;90,00%;;-15;-6;90,00%;
465079190;France;4,20 %;12;260 000 €;B+;Tripartite;150 000 €;2001;2001;"1 à 10
";12 mois;12 mois;12 mois;;9456;642;10870;;N/A;1,9%;21,13%;;15% - 20%;20% - 25%;10% - 15%;;;;;;10 - 15 %;0 - 5 %;5 - 10 %;;5464;5524;6945,8;;;;;;4,6;1,01;3,07;;1602;1508;1975,9;;29,32 %;27,3 %;45,31%;;;;;;;;;;;;;;;;;;;;;;-0,20*;1,38*;0,63*;;-20,38%;65,09%;45,31%;;43;80;45,31%;
636561801;France;6,50 %;24;52 000 €;C;Immedia;20 000 €;1995;1995;"1 à 10
";12 mois;12 mois;12 mois;;507;1773;634;;N/A;0,57%;503,81%;;-0.05;20% - 25%;5% - 10%;;;;;;0 - 5 %;-0,95%;5 - 10 %;;182;136;332;;;;;;-2;-10;41;;68;67;104;;37,36 %;49,26 %;-120,91%;;;;;;;;;;;;;;;;;;;;;;65,75*;5,38*;-2,62*;;-96,69%;-80,22%;-120,91%;;-12;-66;-120,91%;
764756155;France;5,10 %;60;260 000 €;B+;Ecopark Adventures;8 990 €;2008;2008;11 à 50;12 mois;12 mois;12 mois;;630;329;816;;N/A;8,22%;27,1%;;15% - 20%;70% - 75%;15% - 20%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;905;916;1136;;;;;;2,53;3,63;4,63;;546;562;887;;60,33 %;61,35 %;-22,10%;;;;;;;;;;;;;;;;;;;;;;0,49*;0,24*;-1,41*;;8,70%;5,87%;-22,10%;;118;111;-22,10%;
182655253;France;0.06;60;450 000 €;B;Le Republique;8 000 €;1993;1993;"1 à 10
";12 mois;12 mois;12 mois;;1763;224;1671;;-;21,08%;-5,75%;;20% - 25%;40% - 45%;25% - 30%;;;;;;10 - 15 %;10 - 15 %;10 - 15 %;;449;641;635;;;;;;10,48;8,18;7,73;;230;246;193;;51,22 %;38,38 %;20,34%;;;;;;;;;;;;;;;;;;;;;;0,01*;-0,64*;0,09*;;2,07%;-109,86%;20,34%;;-9;-12;20,34%;
840307787;France;6,50 %;24;139 000 €;C;Emosense;1 000 €;2010;2010;1 à 10;12 mois;12 mois;12 mois;;304;147 707;417;;N/A;170,71%;26,75%;;70% - 75%;5% - 10%;65% - 70%;;;;;;0 - 5 %;0 - 5 %;5 - 10 %;;108;102;241;;;;;;1,15;1,53;4,61;;50;58;95;;46,3 %;56,86 %;-25,53%;;;;;;;;;;;;;;;;;;;;;;0,33*;-0,06*;-0,08*;;146,00%;-24,57%;-25,53%;;94;13;-25,53%;
334038588;France;0.06;24;50 000 €;C;OPTIMYSE;10 000 €;2013;2013;1 à 10;12 mois;12 mois;12 mois;;185;290 225;268;;N/A;28,48%;19,64%;;40% - 45%;0% - 5%;35% - 40%;;;;;;5 - 10 %;5 - 10 %;5 - 10 %;;238;271;237;;;;;;2,43;2,35;1,96;;25;46;53;;10,5 %;16,97 %;-16,51%;;;;;;;;;;;;;;;;;;;;;;0,45*;0,41*;-0,08*;;149,00%;85,33%;-16,51%;;-168;-36;-16,51%;
669189646;France;4,25 %;30;2 100 000 €;B+;Financière de l'Arve;8 000 000 €;2004;2004;1 à 10;12 mois;12 mois;12 mois;;54 563;61 565;140 762;;N/A;7,06%;-4,7%;;15% - 20%;10% - 15%;5% - 10%;;;;;;-8,48%;-8,3%;-9,38%;;85 201;155 303;144 553;;;;;;1,73;0,9;1,3;;31 554;54 259;74 879;;37,03%;34,94%;49,79%;;;;;;;;;;;;;;;;;;;;;;3,36*;4,35*;3,68*;;90,93%;65,54%;49,79%;;117;78;49,79%;
10023598;France;4,10 %;36;820 000 €;B+;Groupe Parot;7 398 515 €;1989;1989;251 à 1 000;12 mois;12 mois;12 mois;;225 892;313;440 463;;N/A;144,53%;51,77%;;0% - 5%;30% - 35%;0% - 5%;;;;;;-0,44%;0% - 5%;-0,12%;;119 337;166 171;225 981;;;;;;1,29;1,51;1,12;;18 144;22 760;28 893;;15,2%;13,7%;11,00%;;;;;;;;;;;;;;;;;;;;;;-0,32*;1,51*;0,75*;;-5,57%;29,41%;11,00%;;49;55;11,00%;
518567806;France;5,75 %;36;1 450 000 €;B;Rand Frères;10 045 100 €;1957;1957;251 à 1 000;12 mois;12 mois;12 mois;;57 503;8 611;73 002;;N/A;-2,11%;18,58%;;15% - 20%;10% - 15%;5% - 10%;;;;;;0% - 5%;0% - 5%;0% - 5%;;48 666;57 432;73 167;;;;;;2,54;1,65;1,27;;15 452;17 709;18 764;;31,75%;30,83%;146,50%;;;;;;;;;;;;;;;;;;;;;;1,19*;1,83*;4,24*;;71,91%;84,69%;146,50%;;147;170;146,50%;
299347529;France;7,25 %;24;36 500 €;C;LMCS;7 500 €;2013;2013;1 à 10;12 mois;12 mois;12 mois;;128;960;447;;N/A;17,79%;42,81%;;70% - 75%;35% - 40%;30% - 35%;;;;;;0 - 5 %;5 - 10 %;0 - 5 %;;70;137;232;;;;;;1,71;3,61;1,9;;27;44;48;;38,57 %;32,12 %;-2,08%;;;;;;;;;;;;;;;;;;;;;;0,03*;-0,15*;-0,01*;;10,19%;-35,91%;-2,08%;;83;40;-2,08%;
214888158;France;0.05;60;1 000 000 €;B+;C.R.D.;300 000 €;1994;1994;51 à 250;12 mois;12 mois;12 mois;;8 797;1 036;9 281;;N/A;30,64%;7,78%;;10% - 15%;5% - 10%;10% - 15%;;;;;;5% - 10%;5% - 10%;5% - 10%;;3 987;4 264;5 003;;;;;;2,66;3,2;0,57;;1 732;2 121;1 562;;43,44%;49,74%;43,89%;;;;;;;;;;;;;;;;;;;;;;-0,25*;-0,35*;0,54*;;-14,35%;-20,06%;43,89%;;70;83;43,89%;
357417026;France;5,05 %;36;166 000 €;B;Altea Patrimoine;47 000 €;2006;2006;1 à 10;12 mois;12 mois;12 mois;;815;2 244;1 233;;N/A;0,67%;28,44%;;35% - 40%;15% - 20%;35% - 40%;;;;;;0% - 5%;10% - 15%;0% - 5%;;811;1067;1396;;;;;;1,85;2,07;0,98;;226;323;340;;27,87%;30,27%;22,72%;;;;;;;;;;;;;;;;;;;;;;0,11*;0,18*;0,18*;;16,26%;19,04%;22,72%;;58;48;22,72%;
748975817;France;4,50 %;48;38 400 €;B+;Boem Group;9 000 €;2016;2016;11 à 50;12 mois;12 mois;12 mois;;793;1 131;1 096;;N/A;-5,2%;5,79%;;5% - 10%;20% - 25%;0% - 5%;;;;;;5% - 10%;5% - 10%;0% - 5%;;139;183;645;;;;;;38;66;0,53;;55;88;35;;39,57%;48,09%;811,43%;;;;;;;;;;;;;;;;;;;;;;-1,23*;-1,25*;9,47*;;-98,18%;-125,00%;811,43%;;-9;-6;811,43%;
11117408;France;0.06;60;310 000 €;B;Generys Groupe;40 500 €;2008;2008;11 à 50;12 mois;12 mois;12 mois;;2 229;1 009;2 307;;N/A;7,45%;2,81%;;15% - 20%;15% - 20%;20% - 25%;;;;;;20% - 25%;0% - 5%;5% - 10%;;2 169;2 014;2 128;;;;;;-0,03;1,76;2,39;;1 566;1 567;1 708;;72,2%;77,81%;4,79%;;;;;;;;;;;;;;;;;;;;;;-1,24*;-0,89*;0,15*;;-31,18%;-24,54%;4,79%;;33;30;4,79%;
332528687;France;6,95 %;36;83 000 €;C;SAS JAS;100 000 €;2011;2011;11 à 50;12 mois;12 mois;12 mois;;1 193;4 231;1 222;;N/A;26,34%;8,05%;;20% - 25%;5% - 10%;20% - 25%;;;;;;5% - 10%;0% - 5%;5% - 10%;;615;751;1 006;;;;;;5,7;3,07;3,15;;203;228;201;;33,01%;30,36%;210,70%;;;;;;;;;;;;;;;;;;;;;;-0,17*;-0,02*;1,40*;;-22,54%;-2,08%;210,70%;;-74;-58;210,70%;
639923710;France;6,75 %;60;198 000 €;B;Financière Invest;50 000 €;2018;2018;11 à 50;12 mois;12 mois;;;939;262 837;;;-10,32%;N/A;;;10% - 15%;0% - 5%;;;;;;;5% - 10%;-0.0218;;;708;669;;;;;;;1,79;5,53;;;476;454;;;67,23%;67,86%;;;;;;;;;;;;;;;;;;;;;;;-1,10*;-0,83*;;;-30,28%;-35,66%;;;61;54;;
72704486;France;5,65 %;48;259 500 €;B;Duty Free Concept;100 000 €;2010;2010;1 à 10;12 mois;12 mois;12 mois;;3 349;351;4 793;;N/A;23,16%;13,28%;;5% - 10%;5% - 10%;0% - 5%;;;;;;0% - 5%;0% - 5%;0% - 5%;;1362;2304;2776;;;;;;1,26;1,82;1,11;;218;486;528;;16,01%;21,09%;69,70%;;;;;;;;;;;;;;;;;;;;;;-1,00*;0,88*;2,94*;;-89,11%;42,03%;69,70%;;-8;27;69,70%;
299927768;France;0.05;84;3 000 000 €;A;Solteam;150 000 €;2005;2005;1 à 10;;12 mois;12 mois;12 mois;;1815;224 241;207 146;;47,44%;-14,68%;-7,62%;;5% - 10%;0% - 5%;0% - 5%;;;;;;0% - 5%;0% - 5%;0% - 5%;;51 080;66 879;47 075;;;;;;2,55;2,89;1,55;;16 082;17 397;17 933;;31,48%;-19,35%;38,09%;;;;;;;;;;;;;;;;;;;;;;-1,34*;-1,13*;2,60*;;-20,18%;-19,35%;19,45%;;39;-19,35%;62
432158650;France;5,40 %;24;50 000 €;B;CLIVEMAN;8 000 €;2010;2010;1 à 10;12 mois;12 mois;12 mois;;285;4713;433;;N/A;7,16%;23,42%;;0% - 5%;20% - 25%;15% - 20%;;;;;;0 - 5 %;5% - 10 %;15 - 20 %;;108;178;198;;;;;;7;27;68;;26;49;115;;24,07 %;27,53 %;-90,43%;;;;;;;;;;;;;;;;;;;;;;-6,29*;-2,41*;-1,49*;;-169,23%;-132,65%;-90,43%;;-18;-16;-90,43%;
533106356;France;5,95 %;48;200 000 €;B;Sarl Verywell;50 000 €;2007;2007;11 à 50;12 mois;12 mois;12 mois;;1231;35348;2373;;N/A;213,01%;30,74%;;10% - 15%;5% - 10%;5% - 10%;;;;;;0 - 5 %;0 - 5 %;5 - 10 %;;562;957;1768;;;;;;5,15;2,46;2,95;;139;167;304;;24,73 %;17,45 %;100,08%;;;;;;;;;;;;;;;;;;;;;;-0,29*;-0,26*;1,55*;;-28,78%;-20,21%;100,08%;;116;98;100,08%;
577595666;France;3,40 %;24;104 000 €;A;Société Marcel Fleiss;404 125 €;1954;1954;1 à 10;12 mois;12 mois;12 mois;;4398;2244;4210;;N/A;0,67%;-10,67%;;20% - 25%;15% - 20%;15% - 20%;;;;;;15% - 20 %;15% - 20 %;5% - 10 %;;10960;11812;12616;;;;;;24,85;11,65;7,76;;9615;10434;10825;;87,73 %;88,33 %;1,00%;;;;;;;;;;;;;;;;;;;;;;-1,00*;-0,02*;0,13*;;-10,51%;-0,24%;1,00%;;637;685;1,00%;
377091311;France;7,50 %;36;1 030 000 €;B;Essor;210 526 €;2001;2001;51 à 250;12 mois;12 mois;12 mois;;11293;769;55913;;-;N/A;58,18%;;15% - 20%;5% - 10%;5% - 10%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;34117;83367;143226;;;;;;1,26;1,22;0,78;;2520;6725;9424;;7,39 %;8,07 %;122,89%;;;;;;;;;;;;;;;;;;;;;;-0,19*;1,20*;3,25*;;-15,63%;54,14%;122,89%;;424;432;122,89%;
160062969;France;0.06;60;315 000 €;B;Generys Groupe;40 500 €;2008;2008;11 à 50;12 mois;12 mois;12 mois;;2229;9805;2307;;N/A;-2,08%;2,81%;;15% - 20%;10% - 15%;20% - 25%;;;;;;20% - 25 %;0% - 5 %;5% - 10 %;;2169;2014;2128;;;;;;-0,03;1,76;2,39;;1566;1567;1708;;72,2 %;77,81 %;4,79%;;;;;;;;;;;;;;;;;;;;;;-1,24*;-0,89*;0,15*;;-31,18%;-24,54%;4,79%;;33;30;4,79%;
108353680;France;6,35 %;36;416 000 €;C;Saint Maur Styles;1 111 €;2016;2016;11 à 50;;12 mois;12 mois;;;3117;1032;;;20,07%;34,2%;;;5% - 10%;-0.05;;;;;;;-4,81%;-16,76%;;;1717;1673;;;;;;;-0,76;2,85;;;1331;1156;;;77,52 %;1,99%;;;;;;;;;;;;;;;;;;;;;;;1,43*;-0,19*;;;7,21%;1,99%;;;-66;1,99%;
994288299;France;6,20 %;36;415 000 €;C;Troc de l'Ile;1 681 500 €;1995;1995;51 à 250;12 mois;12 mois;12 mois;;10013;319;9256;;N/A;13,52%;-5,6%;;5% - 10%;15% - 20%;5% - 10%;;;;;;0 - 5 %;5 - 10 %;0 - 5 %;;11289;11048;11191;;;;;;0,75;1,55;1,72;;4763;6957;7445;;42,19 %;62,97 %;1,29%;;;;;;;;;;;;;;;;;;;;;;0,56*;-0,18*;0,12*;;10,12%;-3,65%;1,29%;;-46;-4;1,29%;
224536174;France;6,95 %;36;104 000 €;C;A.M.S. Événements;402 752 €;1998;1998;11 à 50;12 mois;12 mois;12 mois;;2596;616;3760;;N/A;NaN;20,63%;;10% - 15%;25% - 30%;15% - 20%;;;;;;0 - 5 %;5% - 10 %;5% - 10 %;;3623;4021;4691;;;;;;0,96;0,35;1,13;;687;866;1159;;18,96 %;21,54 %;157,12%;;;;;;;;;;;;;;;;;;;;;;4,14*;6,87*;2,45*;;186,90%;161,14%;157,12%;;342;299;157,12%;
387534947;France;4,85 %;36;47 000 €;B+;L'Indiana;12 000 €;1994;1994;1 à 10;12 mois;12 mois;12 mois;;281;175846;378;;N/A;-3,29%;18,5%;;20% - 25%;10% - 15%;20% - 25%;;;;;;15 - 20 %;5 - 10 %;5 - 10 %;;229;228;248;;;;;;2,18;1,79;2,36;;37;55;81;;16,16 %;24,12 %;4,94%;;;;;;;;;;;;;;;;;;;;;;1,41*;0,69*;0,05*;;232,43%;73,18%;4,94%;;-27;-25;4,94%;
223709625;France;7,40 %;60;218 000 €;C;J.J.J;10 000 €;2018;2018;1 à 10;;23 mois;12 mois;;;;368;;;;14,5%;;;;25% - 30%;;;;;;;0 - 5 %;5 - 10 %;;;409;381;;;;;;;2,58;1,12;;;52;75;;;12,71 %;180,97%;;;;;;;;;;;;;;;;;;;;;;;1,06*;1,33*;;;325,19%;180,97%;;;-10;180,97%;
892408175;France;3,60 %;60;3 600 000 €;A;Prodware SA;5 036 227 €;1986;1986;Plus de 1000;12 mois;12 mois;12 mois;;181828;521;167693;;N/A;120,76%;-4,64%;;5% - 10%;45% - 50%;10% - 15%;;;;;;0 - 5 %;5% - 10 %;5 - 10 %;;227064;271609;295415;;;;;;1,05;2,13;1,57;;110858;168868;180386;;48,82 %;62,17 %;5,86%;;;;;;;;;;;;;;;;;;;;;;3,68*;0,96*;0,58*;;41,96%;10,91%;5,86%;;86;87;5,86%;
626402761;France;4,80 %;36;42 000 €;B+;Salvatore;4 000 €;2016;2016;1 à 10;12 mois;;18 mois;;493;521;733;;13,86%;120,76%;-0,88%;;10% - 15%;45% - 50%;20% - 25%;;;;;;5 - 10 %;;10 - 15 %;;415;;692;;;;;;1,34;;1,56;;181;;306;;43,61 %;;49,10%;;;;;;;;;;;;;;;;;;;;;;-0,18*;;0,95*;;-7,18%;;49,10%;;0;;49,10%;
56296917;France;7,50 %;60;220 000 €;C;Financière Guizot;10 000 €;2005;2005;1 à 10;12 mois;12 mois;12 mois;;236;;779;;N/A;;49,52%;;35% - 40%;;65% - 70%;;;;;;5 - 10 %;10 - 15 %;35 - 40 %;;1152;1247;1445;;;;;;1,03;0,72;1,43;;192;237;569;;16,67 %;19,01 %;99,30%;;;;;;;;;;;;;;;;;;;;;;4,20*;2,70*;1,09*;;194,79%;271,31%;99,30%;;121;0;99,30%;
495788684;France;7,50 %;60;462 000 €;C;Financière Guizot;10 000 €;2005;2005;1 à 10;12 mois;12 mois;12 mois;;236;280;779;;N/A;6,87%;49,52%;;35% - 40%;15% - 20%;65% - 70%;;;;;;5 - 10 %;10 - 15 %;35 - 40 %;;1152;1247;1445;;;;;;1,03;0,72;1,43;;192;237;569;;16,67 %;19,01 %;99,30%;;;;;;;;;;;;;;;;;;;;;;4,20*;2,70*;1,09*;;194,79%;271,31%;99,30%;;121;0;99,30%;
447459709;France;0.06;60;575 000 €;B;Bio&Sens Holding;559 670 €;2010;2010;51 à 250;;;12 mois;;;1460;43234;;;-14,42%;N/A;;;5% - 10%;5% - 10%;;;;;;;;0 - 5 %;;;;21695;;;;;;;;1,24;;;;4210;;;;259,88%;;;;;;;;;;;;;;;;;;;;;;;;3,66*;;;;259,88%;;;;259,88%;
312088053;France;5,60 %;48;83 000 €;B;Renati Relais Nord Services;5 000 €;2012;2012;1 à 10;12 mois;12 mois;12 mois;;262;246;326;;-;215,38%;16,43%;;10% - 15%;25% - 30%;10% - 15%;;;;;;0 - 5 %;10 - 15 %;5 - 10 %;;123;102;112;;;;;;28;41;37;;10;40;64;;8,13 %;39,22 %;-57,81%;;;;;;;;;;;;;;;;;;;;;;-1,57*;-0,51*;-0,93*;;-440,00%;-57,50%;-57,81%;;-70;-17;-57,81%;
988028758;France;3,10 %;36;31 500 €;A+;Société Nouvelle Janvier-Gruson-Prat;328 000 €;1999;1999;11 à 50;12 mois;12 mois;12 mois;;1706;546;1574;;-;24,94%;7,82%;;5% - 10%;20% - 25%;5% - 10%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;2855;2763;2700;;;;;;7,26;0,84;2,73;;2344;2312;2333;;82,1 %;83,68 %;3,43%;;;;;;;;;;;;;;;;;;;;;;0,71*;1,13*;0,66*;;4,39%;3,81%;3,43%;;496;562;3,43%;
607237105;France;6,75 %;72;165 000 €;B;TJG Bistronomie;1 000 €;2018;2018;1 à 10;12 mois;12 mois;;;78;37 012;;;NaN;-8,8%;;;0% - 5%;15% - 20%;;;;;;;0 - 5 %;20 - 25 %;;;36;110;;;;;;;2;54;;;6;59;;;16,67 %;53,64 %;;;;;;;;;;;;;;;;;;;;;;;-12,00*;-1,41*;;;-400,00%;-164,41%;;;-23;-4;;
45680303;France;4,80 %;24;31 500 €;B;Solvionic;348 500 €;2003;2003;11 à 50;12 mois;12 mois;12 mois;;437;2768;684;;n/a;125,96%;25,27%;;15% - 20%;10% - 15%;25% - 30%;;;;;;5% - 10 %;10% - 15 %;10% - 15 %;;2 149;1 709;1 795;;;;;;1,13;2,17;1,03;;411;480;577;;19,13 %;28,09 %;63,65%;;;;;;;;;;;;;;;;;;;;;;-0,06*;1,86*;2,05*;;-1,22%;52,71%;63,65%;;233;113;63,65%;
407760211;France;4,50 %;18;2 060 000 €;B;Regourd Aviation;4 500 000 €;1977;1977;51 à 250;12 mois;12 mois;12 mois;;40 582;174 101;42 593;;n/a;189,23%;15,08%;;20% - 25%;0% - 5%;15% - 20%;;;;;;0% - 5 %;0% - 5 %;0% - 5 %;;32 369;33 797;44 771;;;;;;1,53;0,9;1,03;;4 495;7 157;11 925;;13,89 %;21,18 %;98,79%;;;;;;;;;;;;;;;;;;;;;;0,98*;1,07*;1,50*;;214,22%;103,06%;98,79%;;19;19;98,79%;
772982709;France;4,45 %;36;260 000 €;B+;Arcesi Occitanie;1 500 €;2013;2013;11 à 50;12 mois;12 mois;12 mois;;1225;3 240;4438;;n/a;128,98%;60,33%;;5% - 10%;5% - 10%;5% - 10%;;;;;;0 - 5 %;5 - 10 %;5 - 10 %;;504;1392;2475;;;;;;2,19;2,78;1,86;;109;296;533;;21,63 %;21,26 %;53,28%;;;;;;;;;;;;;;;;;;;;;;0,65*;0,34*;0,80*;;51,38%;33,45%;53,28%;;98;96;53,28%;
93531916;France;3,45 %;60;2 025 000 €;A+;Reworld Media;627 776 €;2001;2001;251 à 1 000;12 mois;12 mois;;;60 195;514;;;26,23%;N/A;;;0% - 5%;0% - 5%;;;;;;;5% / 10%;-3,78%;;;60 370;125 426;;;;;;;7,78;5,69;;;18 129;10 314;;;30,03 %;8,22 %;;;;;;;;;;;;;;;;;;;;;;;-10,08*;-0,22*;;;-62,16%;-9,28%;;;;;;
598482398;France;5,50 %;48;147 000 €;B;Inks;10 000 €;2008;2008;11 à 50;12 mois;12 mois;12 mois;;1 415;20 199;5 444;;n/a;31,5%;68,02%;;5% - 10%;10% - 15%;5% - 10%;;;;;;0% - 5 %;0% - 5 %;0% - 5 %;;506;874;1 314;;;;;;5,75;8,88;5,79;;144;251;417;;28,46 %;28,72 %;-25,72%;;;;;;;;;;;;;;;;;;;;;;-1,65*;-0,67*;-0,33*;;-154,86%;-52,59%;-25,72%;;-16;15;-25,72%;
506289652;France;0.05;60;312 000 €;B+;L.V CAFFE;1 000 €;2015;2015;11 à 50;N/A;22 mois;12 mois;;;349;588;;;-13,18%;109,73%;;;10% - 15%;10% - 15%;;;;;;;0% - 5 %;5 - 10 %;;;289,3;351,6;;;;;;;1,34;3,74;;;2;33;;;0,69 %;-104,85%;;;;;;;;;;;;;;;;;;;;;;;1,80*;-0,41*;;;990,00%;-104,85%;;;-19;-104,85%;
650177299;France;5,90 %;42;1 050 000 €;B;C P S;10 000 €;2004;2004;251 à 1 000;21 mois;12 mois;12 mois;;26 881;83 863;27 242;;n/a;10,51%;34,87%;;5% - 10%;0% - 5%;5% - 10%;;;;;;0% - 5 %;0% - 5 %;0% - 5 %;;7 029;9 797;13 227;;;;;;1,68;4,14;1,22;;581;1 001;1 625;;8,27 %;10,22 %;223,26%;;;;;;;;;;;;;;;;;;;;;;1,83*;1,47*;1,35*;;725,09%;391,66%;223,26%;;65;40;223,26%;
474762893;France;8,70 %;60;32 000 €;C;Boucherie de la République;40 000 €;2015;2015;1 à 10;8 mois;12 mois;;;268;26 602;;;N/a;5,91%;;;15% - 20%;5% - 10%;;;;;;;10% - 15 %;5% - 10 %;;;129;158;;;;;;;42;4,5;;;75;104;;;58,14 %;65,82 %;;;;;;;;;;;;;;;;;;;;;;;-0,94*;-0,99*;;;-64,00%;-37,26%;;;-13;7;;
36530598;France;0.04;60;1 557 000 €;A;Halles Mandar;1 600 000 €;1977;1977;251 à 1 000;12 mois;12 mois;;;75 884;24 374;;;3,49%;-6,03%;;;0% - 5%;10% - 15%;;;;;;;0% - 5 %;0% - 5 %;;;44 123;61 748;;;;;;;2,37;4,15;;;9 660;10 611;;;21,89 %;17,18 %;;;;;;;;;;;;;;;;;;;;;;;4,73*;4,21*;;;128,40%;161,78%;;;63;65;;
807152285;France;0.06;60;1 557 000 €;B;Tempobac Restoleil;390 334 €;1955;1955;51 à 250;12 mois;12 mois;12 mois;;25 117;1 443;27 720;;n/a;9,73%;4,2%;;5% - 10%;5% - 10%;5% - 10%;;;;;;0% - 5 %;0% - 5 %;0% - 5 %;;17 956;16 900;17 535;;;;;;1,86;0,98;1,3;;1 246;1 743;2 102;;6,94 %;10,31 %;243,86%;;;;;;;;;;;;;;;;;;;;;;3,28*;1,77*;2,65*;;424,48%;234,02%;243,86%;;36;36;243,86%;
539297486;France;4,95 %;48;260 000 €;B+;Pizza France;3 722 004 €;1987;1987;251 à 1 000;12 mois;12 mois;12 mois;;25 938;10 467;23 790;;5,2%;35,74%;-2,4%;;10% - 15%;5% - 10%;10% - 15%;;;;;;-0,56%;0 - 5 %;0 - 5 %;;15 380;15 694;15 067;;;;;;1,31;1,26;1,2;;6 705;6 789;6 816;;43,6 %;43,26 %;77,34%;;;;;;;;;;;;;;;;;;;;;;1,86*;1,63*;1,79*;;88,43%;74,43%;77,34%;;8;5;77,34%;
469586232;France;6,20 %;36;104 000 €;C;La Manufacture Paris;1 000 €;2011;2011;1 à 10;12 mois;12 mois;12 mois;;1 315;7 619;1 459;;N/A;45,48%;1,12%;;5% - 10%;25% - 30%;5% - 10%;;;;;;0% - 5 %;0% - 5 %;0% - 5 %;;482;460;712;;;;;;3;1,41;1,81;;101;154;182;;20,95 %;33,48 %;200,00%;;;;;;;;;;;;;;;;;;;;;;-0,62*;1,07*;2,78*;;-66,34%;93,83%;200,00%;;45;19;200,00%;
